Date,Name,League,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,SoTA,Goals Against,Saves,Save Percentage,Clean Sheets,Penalty Kicks Attempted,Penalty Kicks Allowed,Penalty Kicks Saved,Penalty Kicks Missed,Post-Shot Expected Goals,Passes Completed (Passes longer than 40 yards),Passes Attempted (Passes longer than 40 yards),Pass Completion Percentage (Passes longer than 40 yards),Passes Attempted,Throws Attempted,Percentage of Passes that were Launched,"Average length of passes, in yards",Goal Kick Passes Attempted,Percentage of Goal Kicks that were Launched,Average length of goal kicks,Opponent's attempted crosses into penalty area,Number of crosses into penalty area successfully stopped,Percentage of crosses into penalty area successfully stopped,Number of defensive actions outside of penalty area,Average distance from goal to perform defensive actions
16/12/20,Marco Silvestri,Serie A,Matchweek 12,Home,L 1–2,Hellas Verona,Sampdoria,Y,GK,90,3,2,1,33.3,0,1.1,0,0,0,0,8,15,53.3,15,0,73.3,44.2,6,66.7,46.5,11,0,0,0,14.5
19/12/20,Marco Silvestri,Serie A,Matchweek 13,Away,D 1–1,Hellas Verona,Fiorentina,Y,GK,90,0,1,0,,0,0.9,1,1,0,0,4,21,19,18,1,83.3,51.1,6,100,65.2,13,1,7.7,1,15.1
23/12/20,Marco Silvestri,Serie A,Matchweek 14,Home,L 1–2,Hellas Verona,Inter,Y,GK,90,6,2,4,66.7,0,2.2,0,0,0,0,7,32,21.9,31,3,74.2,52.5,9,100,60.7,12,0,0,1,11.6
3/1/21,Marco Silvestri,Serie A,Matchweek 15,Away,W 1–0,Hellas Verona,Spezia,Y,GK,90,1,0,1,100,1,0.1,0,0,0,0,4,25,16,31,1,61.3,45.7,6,100,60.5,9,0,0,3,18.9
6/1/21,Marco Silvestri,Serie A,Matchweek 16,Away,D 1–1,Hellas Verona,Torino,Y,GK,90,2,1,1,50,0,0.6,0,0,0,0,5,19,26.3,22,5,63.6,46.5,5,100,63.6,8,0,0,0,9.3
10/1/21,Marco Silvestri,Serie A,Matchweek 17,Home,W 2–1,Hellas Verona,Crotone,Y,GK,90,2,1,1,50,0,0.9,0,0,0,0,4,23,17.4,22,2,86.4,54.1,4,100,62.8,5,0,0,0,9.7
16/1/21,Marco Silvestri,Serie A,Matchweek 18,Away,L 0–1,Hellas Verona,Bologna,Y,GK,90,4,1,4,100,0,1.5,1,1,0,0,4,18,22.2,23,4,47.8,40.5,9,77.8,49.7,7,0,0,1,14.9
24/1/21,Marco Silvestri,Serie A,Matchweek 19,Home,W 3–1,Hellas Verona,Napoli,Y,GK,90,2,1,1,50,0,0.3,0,0,0,0,10,25,40,12,1,91.7,48.3,14,100,60.2,5,0,0,0,7.3
31/1/21,Marco Silvestri,Serie A,Matchweek 20,Away,L 1–3,Hellas Verona,Roma,Y,GK,90,7,3,4,57.1,0,1.6,0,0,0,0,4,18,22.2,22,2,54.5,41.4,7,85.7,60.9,3,0,0,1,17.7
7/2/21,Marco Silvestri,Serie A,Matchweek 21,Away,L 0–2,Hellas Verona,Udinese,Y,GK,90,7,2,6,71.4,0,3,0,0,0,0,7,20,35,14,0,78.6,52.2,10,90,57,7,0,0,0,7.5
15/2/21,Marco Silvestri,Serie A,Matchweek 22,Home,W 2–1,Hellas Verona,Parma,Y,GK,90,1,1,1,100,0,1,1,1,0,0,4,21,19,22,1,72.7,48.2,5,100,59.8,7,1,14.3,0,9
20/2/21,Marco Silvestri,Serie A,Matchweek 23,Away,D 2–2,Hellas Verona,Genoa,Y,GK,90,3,2,1,33.3,0,1.2,0,0,0,0,8,32,25,30,1,86.7,55.3,6,100,64.2,8,0,0,0,15
27/2/21,Marco Silvestri,Serie A,Matchweek 24,Home,D 1–1,Hellas Verona,Juventus,Y,GK,90,5,1,4,80,0,1.4,0,0,0,0,8,17,47.1,17,4,70.6,46.1,5,100,63.8,8,0,0,1,15.8
3/3/21,Marco Silvestri,Serie A,Matchweek 25,Away,W 3–0,Hellas Verona,Benevento,Y,GK,90,1,0,1,100,1,0,0,0,0,0,2,10,20,12,2,66.7,48.7,2,100,63.5,7,0,0,0,10
7/3/21,Marco Silvestri,Serie A,Matchweek 26,Home,L 0–2,Hellas Verona,Milan,Y,GK,90,3,2,1,33.3,0,1.2,0,0,0,0,7,26,26.9,27,5,63,41.2,11,81.8,55.6,4,0,0,1,15.2
13/3/21,Marco Silvestri,Serie A,Matchweek 27,Away,L 2–3,Hellas Verona,Sassuolo,Y,GK,90,6,3,3,50,0,2.5,0,0,0,0,3,8,37.5,18,5,33.3,31.6,4,50,41.8,2,0,0,1,17
21/3/21,Marco Silvestri,Serie A,Matchweek 28,Home,L 0–2,Hellas Verona,Atalanta,Y,GK,90,5,2,4,80,0,2,1,1,0,0,12,39,30.8,38,4,78.9,49.4,9,100,61.1,10,0,0,0,13.7
3/4/21,Marco Silvestri,Serie A,Matchweek 29,Away,W 2–0,Hellas Verona,Cagliari,Y,GK,90,5,0,5,100,1,1.2,0,0,0,0,6,33,18.2,23,1,78.3,53.8,16,93.8,64.6,13,0,0,0,13.3
11/4/21,Marco Silvestri,Serie A,Matchweek 30,Home,L 0–1,Hellas Verona,Lazio,Y,GK,90,1,1,0,0,0,0.5,0,0,0,0,11,29,37.9,26,5,69.2,47.8,11,100,64.7,7,2,28.6,0,6.6
17/4/21,Marco Silvestri,Serie A,Matchweek 31,Away,L 1–3,Hellas Verona,Sampdoria,Y,GK,90,4,3,2,50,0,2.4,1,1,0,0,4,23,17.4,22,3,72.7,50.3,7,100,64.7,14,0,0,0,10
20/4/21,Marco Silvestri,Serie A,Matchweek 32,Home,L 1–2,Hellas Verona,Fiorentina,Y,GK,90,3,2,2,66.7,0,2.4,1,1,0,0,1,8,12.5,14,3,42.9,37,6,33.3,35.8,6,1,16.7,0,15.7
