Date,Name,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,SoTA,Goals Against,Saves,Save Percentage,Clean Sheets,Penalty Kicks Attempted,Penalty Kicks Allowed,Penalty Kicks Saved,Penalty Kicks Missed,Post-Shot Expected Goals,Passes Completed (Passes longer than 40 yards),Passes Attempted (Passes longer than 40 yards),Pass Completion Percentage (Passes longer than 40 yards),Passes Attempted,Throws Attempted,Percentage of Passes that were Launched,"Average length of passes, in yards",Goal Kick Passes Attempted,Percentage of Goal Kicks that were Launched,Average length of goal kicks,Opponent's attempted crosses into penalty area,Number of crosses into penalty area successfully stopped,Percentage of crosses into penalty area successfully stopped,Number of defensive actions outside of penalty area,Average distance from goal to perform defensive actions
2020-12-22,Aitor Fernández,Matchweek 15,Away,D 1–1,Levante,Huesca,Y,GK,90.0,1.0,1.0,1.0,1.0,0.0,1.3,1.0,1.0,0.0,0.0,8.0,19.0,42.1,27.0,4.0,55.6,43.5,9.0,44.4,40.1,16.0,1.0,6.3,1.0,15.3
2020-12-29,Aitor Fernández,Matchweek 16,Home,W 4–3,Levante,Betis,Y,GK,90.0,6.0,3.0,4.0,0.667,0.0,3.3,1.0,1.0,0.0,0.0,5.0,23.0,21.7,33.0,2.0,60.6,47.9,8.0,37.5,40.3,13.0,1.0,7.7,0.0,9.8
2021-01-02,Aitor Fernández,Matchweek 17,Away,L 1–2,Levante,Villarreal,Y,GK,90.0,7.0,2.0,5.0,0.7140000000000001,0.0,2.2,0.0,0.0,0.0,0.0,4.0,19.0,21.1,42.0,4.0,45.2,40.2,2.0,0.0,10.0,4.0,0.0,0.0,2.0,22.6
2021-01-10,Aitor Fernández,Matchweek 18,Home,W 2–1,Levante,Eibar,Y,GK,90.0,4.0,1.0,3.0,0.75,0.0,1.3,0.0,0.0,0.0,0.0,7.0,16.0,43.8,31.0,5.0,38.7,35.7,15.0,26.7,31.2,8.0,2.0,25.0,1.0,16.7
2021-01-19,Aitor Fernández,Matchweek 19,Away,D 2–2,Levante,Cádiz,Y,GK,90.0,2.0,2.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,2.0,6.0,33.3,22.0,0.0,18.2,28.4,6.0,33.3,28.2,9.0,0.0,0.0,0.0,
2021-01-22,Aitor Fernández,Matchweek 20,Home,D 2–2,Levante,Valladolid,Y,GK,90.0,3.0,2.0,1.0,0.33299999999999996,0.0,1.1,0.0,0.0,0.0,0.0,6.0,12.0,50.0,28.0,7.0,35.7,37.6,4.0,50.0,42.0,12.0,1.0,8.3,2.0,13.8
2021-01-30,Aitor Fernández,Matchweek 21,Away,W 2–1,Levante,Real Madrid,Y,GK,90.0,2.0,1.0,1.0,0.5,0.0,1.1,0.0,0.0,0.0,0.0,2.0,6.0,33.3,19.0,5.0,26.3,29.8,5.0,20.0,33.6,7.0,0.0,0.0,0.0,12.3
2021-02-06,Aitor Fernández,Matchweek 22,Home,D 2–2,Levante,Granada,Y,GK,90.0,5.0,2.0,3.0,0.6,0.0,1.2,0.0,0.0,0.0,0.0,7.0,9.0,77.8,20.0,8.0,40.0,38.9,6.0,16.7,26.8,8.0,0.0,0.0,0.0,12.0
2020-09-12,Sergio Herrera,Matchweek 1,Away,W 2–0,Osasuna,Cádiz,Y,GK,90,3,0,3,1.000,1,0.4,0,0,0,0,13,30,43.3,23,2,87.0,56.5,10,100.0,68.2,11,1,9.1,0,12.7
2020-09-19,Sergio Herrera,Matchweek 2,Away,L 0–1,Osasuna,Getafe,Y,GK,90,1,1,0,.000,0,0.7,0,0,0,0,11,32,34.4,34,5,76.5,55.1,7,85.7,60.9,16,0,0.0,1,14.8
2020-09-27,Sergio Herrera,Matchweek 3,Home,L 1–3,Osasuna,Levante,Y,GK,90,4,3,1,.250,0,2.6,1,0,1,0,15,34,44.1,34,6,67.6,48.2,11,100.0,64.0,10,1,10.0,2,18.1
2021-01-12,Sergio Herrera,Matchweek 4,Away,L 0–2,Osasuna,Granada,Y,GK,90,2,2,1,.000,0,0.6,0,0,0,0,6,19,31.6,24,4,70.8,49.0,3,66.7,54.0,4,0,0.0,4,16.0
2020-10-04,Sergio Herrera,Matchweek 5,Home,W 2–0,Osasuna,Celta Vigo,Y,GK,90,4,0,4,1.000,1,0.8,0,0,0,0,15,29,51.7,25,3,88.0,64.1,7,100.0,64.0,8,2,25.0,0,13.1
2020-10-18,Sergio Herrera,Matchweek 6,Away,D 0–0,Osasuna,Eibar,Y,GK,90,6,0,5,1.000,1,1.2,0,0,0,0,13,31,41.9,29,0,89.7,61.5,5,100.0,71.8,13,3,23.1,3,15.7
2020-10-24,Sergio Herrera,Matchweek 7,Home,W 1–0,Osasuna,Athletic Club,Y,GK,90,6,0,6,1.000,1,1.5,0,0,0,0,18,26,69.2,26,2,80.8,58.5,5,100.0,71.0,16,3,18.8,1,15.1
2020-10-31,Sergio Herrera,Matchweek 8,Home,L 1–3,Osasuna,Atlético Madrid,Y,GK,90,5,3,3,.600,0,2.0,2,1,0,1,15,27,55.6,31,1,71.0,53.2,5,100.0,65.6,5,0,0.0,1,13.4
2020-11-07,Sergio Herrera,Matchweek 9,Away,L 0–1,Osasuna,Sevilla,Y,GK,90,1,1,1,1.000,0,1.1,2,1,1,0,15,28,53.6,24,0,75.0,53.8,11,90.9,62.0,13,1,7.7,0,10.8
2020-11-20,Sergio Herrera,Matchweek 10,Home,D 1–1,Osasuna,Huesca,Y,GK,90,5,1,4,.800,0,0.9,0,0,0,0,8,20,40.0,33,5,57.6,44.2,2,50.0,50.0,7,1,14.3,4,19.3
2020-11-29,Sergio Herrera,Matchweek 11,Away,L 0–4,Osasuna,Barcelona,Y,GK,90,10,4,6,.600,0,4.3,0,0,0,0,14,22,63.6,24,2,54.2,43.5,9,100.0,67.3,8,1,12.5,4,19.7
2020-12-06,Sergio Herrera,Matchweek 12,Home,L 0–2,Osasuna,Betis,Y,GK,90,5,2,3,.600,0,1.6,0,0,0,0,14,34,41.2,35,2,77.1,50.2,7,100.0,60.1,8,1,12.5,5,20.4
2020-12-11,Sergio Herrera,Matchweek 13,Away,L 2–3,Osasuna,Valladolid,Y,GK,90,5,3,3,.600,0,3.0,1,1,0,0,15,28,53.6,30,2,80.0,50.9,4,100.0,63.5,9,0,0.0,1,24.5
2020-12-31,Sergio Herrera,Matchweek 16,Home,D 1–1,Osasuna,Alavés,N,GK,78,0,1,0,,0,1.0,1,1,0,0,12,29,41.4,19,0,100.0,66.7,10,100.0,67.6,14,0,0.0,2,17.8
2021-01-03,Sergio Herrera,Matchweek 17,Away,D 1–1,Osasuna,Real Sociedad,Y,GK,90,2,1,1,.500,0,1.2,0,0,0,0,19,35,54.3,27,2,88.9,55.2,11,100.0,60.5,15,1,6.7,1,15.2
2021-01-09,Sergio Herrera,Matchweek 18,Home,D 0–0,Osasuna,Real Madrid,Y,GK,90,1,0,1,1.000,1,0.1,0,0,0,0,16,33,48.5,26,3,92.3,56.8,9,100.0,65.1,17,3,17.6,2,14.5
2021-01-21,Sergio Herrera,Matchweek 19,Away,D 1–1,Osasuna,Valencia,Y,GK,90,3,1,3,.667,0,0.3,0,0,0,0,14,27,51.9,26,2,69.2,52.0,9,100.0,68.0,18,2,11.1,1,14.2
2021-01-24,Sergio Herrera,Matchweek 20,Home,W 3–1,Osasuna,Granada,Y,GK,90,1,1,0,.000,0,0.9,0,0,0,0,10,32,31.3,29,3,82.8,60.8,8,100.0,68.1,14,0,0.0,2,18.1
2021-02-01,Sergio Herrera,Matchweek 21,Away,L 0–1,Osasuna,Betis,Y,GK,90,3,1,2,.667,0,1.2,0,0,0,0,10,23,43.5,21,1,76.2,51.2,8,87.5,55.9,12,2,16.7,0,9.3
2021-02-07,Sergio Herrera,Matchweek 22,Home,W 2–1,Osasuna,Eibar,Y,GK,90,2,1,1,.500,0,1.1,0,0,0,0,23,39,59.0,37,1,91.9,63.9,5,100.0,66.2,14,1,7.1,1,14.5
2020-09-27,Neto,Matchweek 3,Home,W 4–0,Barcelona,Villarreal,Y,GK,90,1,0,1,1.000,1,0.0,0,0,0,0,3,4,75.0,27,7,14.8,23.7,5,0.0,16.0,15,0,0.0,1,10.4
2020-10-01,Neto,Matchweek 4,Away,W 3–0,Barcelona,Celta Vigo,Y,GK,90,3,0,3,1.000,1,0.2,0,0,0,0,6,16,37.5,28,4,39.3,36.8,8,62.5,52.6,10,2,20.0,1,16.0
2020-10-04,Neto,Matchweek 5,Home,D 1–1,Barcelona,Sevilla,Y,GK,90,1,1,0,.000,0,0.6,0,0,0,0,2,7,28.6,35,3,20.0,29.2,12,0.0,11.3,7,0,0.0,1,18.0
2020-10-17,Neto,Matchweek 6,Away,L 0–1,Barcelona,Getafe,Y,GK,90,3,1,2,1.000,0,1.2,1,1,0,0,2,3,66.7,26,8,11.5,24.5,7,0.0,16.0,9,0,0.0,0,15.0
2020-10-24,Neto,Matchweek 7,Home,L 1–3,Barcelona,Real Madrid,Y,GK,90,8,3,6,.750,0,3.5,1,1,0,0,3,4,75.0,10,3,20.0,27.6,9,22.2,27.9,6,0,0.0,0,15.5
2020-10-31,Neto,Matchweek 8,Away,D 1–1,Barcelona,Alavés,Y,GK,90,3,1,2,.667,0,1.1,0,0,0,0,1,1,100.0,24,5,4.2,20.3,0,,,5,0,0.0,1,22.0
2020-09-12,Marko Dmitrović,Matchweek 1,Home,D 0–0,Eibar,Celta Vigo,Y,GK,90,3,0,3,1.0,1,0.1,0,0,0,0,13,26,50.0,25,5,80.0,57.1,7,85.7,71.4,4,1,25.0,1,18.3
2020-09-19,Marko Dmitrović,Matchweek 2,Away,L 1–2,Eibar,Villarreal,Y,GK,90,6,2,4,0.667,0,2.0,0,0,0,0,11,31,35.5,31,3,71.0,55.5,9,100.0,81.9,9,0,0.0,1,11.3
2020-09-27,Marko Dmitrović,Matchweek 3,Home,L 1–2,Eibar,Athletic Club,Y,GK,90,5,2,3,0.6,0,2.5,0,0,0,0,13,30,43.3,23,4,87.0,59.2,10,100.0,76.7,8,1,12.5,0,16.3
2020-09-30,Marko Dmitrović,Matchweek 4,Home,L 0–1,Eibar,Elche,Y,GK,90,2,1,1,0.5,0,0.8,0,0,0,0,5,10,50.0,24,3,33.3,34.5,4,50.0,48.3,4,0,0.0,4,28.7
2020-10-03,Marko Dmitrović,Matchweek 5,Away,W 2–1,Eibar,Valladolid,Y,GK,90,2,1,1,0.5,0,1.8,1,0,1,0,6,27,22.2,20,4,85.0,63.4,10,100.0,79.7,11,0,0.0,0,12.2
2020-10-18,Marko Dmitrović,Matchweek 6,Home,D 0–0,Eibar,Osasuna,Y,GK,90,2,0,2,1.0,1,0.0,0,0,0,0,6,21,28.6,18,4,72.2,59.9,8,100.0,80.0,13,1,7.7,0,11.3
2020-10-24,Marko Dmitrović,Matchweek 7,Away,W 1–0,Eibar,Sevilla,Y,GK,90,3,0,3,1.0,1,0.3,0,0,0,0,13,27,48.1,18,2,88.9,61.6,11,100.0,78.8,24,0,0.0,0,8.1
2020-10-30,Marko Dmitrović,Matchweek 8,Home,L 0–2,Eibar,Cádiz,Y,GK,90,4,2,2,0.5,0,1.6,0,0,0,0,7,12,58.3,23,2,47.8,43.4,2,50.0,40.5,3,0,0.0,0,12.8
2020-11-07,Marko Dmitrović,Matchweek 9,Away,D 1–1,Eibar,Huesca,Y,GK,90,5,1,4,0.8,0,1.5,0,0,0,0,8,29,27.6,26,2,84.6,67.5,9,77.8,68.3,20,1,5.0,1,15.6
2020-11-22,Marko Dmitrović,Matchweek 10,Home,D 0–0,Eibar,Getafe,Y,GK,90,4,0,4,1.0,1,0.7,0,0,0,0,9,25,36.0,26,3,73.1,59.0,6,100.0,77.8,9,1,11.1,1,13.3
2020-11-30,Marko Dmitrović,Matchweek 11,Away,W 2–0,Eibar,Betis,Y,GK,90,3,0,3,1.0,1,0.7,0,0,0,0,6,30,20.0,35,0,74.3,55.5,4,100.0,76.0,8,1,12.5,1,16.9
2020-12-07,Marko Dmitrović,Matchweek 12,Home,D 0–0,Eibar,Valencia,Y,GK,90,4,0,3,1.0,1,0.2,0,0,0,0,6,25,24.0,38,6,55.3,50.7,4,100.0,77.8,2,1,50.0,4,18.3
2020-12-13,Marko Dmitrović,Matchweek 13,Away,D 1–1,Eibar,Real Sociedad,Y,GK,90,2,1,1,0.5,0,0.2,0,0,0,0,13,22,59.1,24,1,66.7,56.0,6,100.0,73.8,4,0,0.0,1,16.7
2020-12-20,Marko Dmitrović,Matchweek 14,Home,L 1–3,Eibar,Real Madrid,Y,GK,90,5,3,2,0.4,0,1.8,0,0,0,0,12,30,40.0,35,2,71.4,56.2,5,100.0,80.2,7,1,14.3,0,15.4
2020-12-23,Marko Dmitrović,Matchweek 15,Away,L 1–2,Eibar,Alavés,Y,GK,90,3,2,1,0.33299999999999996,0,1.8,0,0,0,0,12,29,41.4,27,1,88.9,63.8,6,83.3,64.5,8,0,0.0,1,15.1
2020-12-29,Marko Dmitrović,Matchweek 16,Away,D 1–1,Eibar,Barcelona,Y,GK,90,5,1,4,0.8,0,1.7,1,0,0,1,8,24,33.3,14,1,85.7,63.3,12,100.0,76.3,5,0,0.0,0,23.0
2021-01-03,Marko Dmitrović,Matchweek 17,Home,W 2–0,Eibar,Granada,Y,GK,90,3,0,3,1.0,1,0.3,0,0,0,0,9,23,39.1,22,2,86.4,68.5,4,100.0,80.5,8,1,12.5,1,15.9
2021-01-10,Marko Dmitrović,Matchweek 18,Away,L 1–2,Eibar,Levante,Y,GK,90,2,2,0,0.0,0,1.7,0,0,0,0,10,25,40.0,27,1,85.2,64.3,2,100.0,92.5,7,1,14.3,5,32.3
2021-01-21,Marko Dmitrović,Matchweek 19,Home,L 1–2,Eibar,Atlético Madrid,Y,GK,90,3,2,2,0.667,0,2.1,1,1,0,0,5,17,29.4,15,3,73.3,59.9,6,100.0,81.5,6,0,0.0,0,13.0
2021-01-24,Marko Dmitrović,Matchweek 20,Away,D 1–1,Eibar,Celta Vigo,Y,GK,90,4,1,3,0.75,0,2.3,0,0,0,0,8,23,34.8,30,2,63.3,57.8,4,100.0,76.3,9,1,11.1,1,15.6
2021-01-30,Marko Dmitrović,Matchweek 21,Home,L 0–2,Eibar,Sevilla,Y,GK,60,2,2,1,0.5,0,1.6,1,1,0,0,8,17,47.1,17,3,70.6,53.1,6,83.3,67.2,1,0,0.0,2,18.0
2021-02-07,Marko Dmitrović,Matchweek 22,Away,L 1–2,Eibar,Osasuna,Y,GK,90,4,2,1,0.5,0,2.0,0,0,0,0,9,28,32.1,23,1,82.6,60.4,9,100.0,80.8,12,0,0.0,0,13.6
2020-11-08,Ángel Jiménez,Matchweek 9,Away,L 0–2,Granada,Real Sociedad,Y,GK,90,7,2,6,0.857,0,2.7,2,1,1,0,10,24,41.7,13,0,76.9,50.1,17,82.4,55.0,10,0,0.0,1,14.3
2020-09-20,Roberto,Matchweek 2,Away,L 0–2,Valladolid,Betis,Y,GK,90,5,2,4,.800,0,1.7,1,1,0,0,6,19,31.6,24,4,54.2,47.3,9,66.7,56.1,7,0,0.0,0,9.3
2020-09-27,Roberto,Matchweek 3,Home,D 1–1,Valladolid,Celta Vigo,Y,GK,90,1,1,0,.000,0,0.9,0,0,0,0,5,16,31.3,24,7,50.0,47.1,5,80.0,78.0,2,2,100.0,2,19.4
2020-09-30,Roberto,Matchweek 4,Away,L 0–1,Valladolid,Real Madrid,Y,GK,90,5,1,4,.800,0,1.6,0,0,0,0,7,21,33.3,21,5,57.1,51.0,11,81.8,66.7,11,2,18.2,1,14.2
2020-10-03,Roberto,Matchweek 5,Home,L 1–2,Valladolid,Eibar,Y,GK,90,4,2,3,.750,0,2.3,1,1,0,0,9,24,37.5,23,1,73.9,53.4,8,87.5,67.1,7,0,0.0,1,16.3
2020-10-18,Roberto,Matchweek 6,Away,D 2–2,Valladolid,Huesca,Y,GK,90,7,2,5,.714,0,1.8,0,0,0,0,5,25,20.0,22,3,72.7,55.3,9,100.0,76.1,18,1,5.6,0,11.4
2020-10-25,Roberto,Matchweek 7,Home,L 0–2,Valladolid,Alavés,Y,GK,90,3,2,1,.333,0,1.8,1,0,0,1,7,25,28.0,22,4,68.2,53.3,10,100.0,72.8,13,0,0.0,1,14.9
2020-09-13,Koke Vegas,Matchweek 1,Away,L 2–4,Levante,Valencia,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-18,Koke Vegas,Matchweek 6,Away,L 0–2,Levante,Athletic Club,Y,GK,90,4,2,2,.500,0,2.6,0,0,0,0,2,11,18.2,18,4,44.4,37.7,11,27.3,30.5,7,0,0.0,1,18.8
2020-09-13,Jaume Doménech,Matchweek 1,Home,W 4–2,Valencia,Levante,Y,GK,90,8,2,6,0.75,0,3.0,0,0,0,0,13,27,48.1,22,4,77.3,49.8,16,62.5,49.7,12,0,0.0,0,9.6
2020-09-19,Jaume Doménech,Matchweek 2,Away,L 1–2,Valencia,Celta Vigo,Y,GK,90,6,2,4,0.667,0,2.1,0,0,0,0,14,19,73.7,23,5,56.5,39.1,9,66.7,58.4,9,2,22.2,0,11.0
2020-09-26,Jaume Doménech,Matchweek 3,Home,D 1–1,Valencia,Huesca,Y,GK,90,5,1,4,0.8,0,1.8,0,0,0,0,14,18,77.8,25,5,36.0,33.4,13,69.2,44.6,18,0,0.0,0,16.1
2020-09-29,Jaume Doménech,Matchweek 4,Away,W 1–0,Valencia,Real Sociedad,Y,GK,90,3,0,3,1.0,1,0.9,0,0,0,0,12,25,48.0,24,8,58.3,44.3,11,100.0,66.9,13,0,0.0,0,9.1
2020-10-03,Jaume Doménech,Matchweek 5,Home,L 0–2,Valencia,Betis,Y,GK,90,8,2,6,0.75,0,2.9,0,0,0,0,4,7,57.1,24,4,12.5,26.1,11,36.4,37.5,9,1,11.1,0,13.0
2020-10-18,Jaume Doménech,Matchweek 6,Away,L 1–2,Valencia,Villarreal,Y,GK,90,5,2,4,0.8,0,1.4,1,1,0,0,12,18,66.7,26,3,50.0,39.4,11,45.5,42.1,5,0,0.0,1,17.0
2020-10-23,Jaume Doménech,Matchweek 7,Away,L 1–2,Valencia,Elche,Y,GK,90,2,2,0,0.0,0,0.2,0,0,0,0,1,2,50.0,14,1,14.3,26.1,2,0.0,14.0,6,1,16.7,0,
2020-11-01,Jaume Doménech,Matchweek 8,Home,D 2–2,Valencia,Getafe,Y,GK,90,5,2,3,0.6,0,1.6,0,0,0,0,16,26,61.5,17,0,100.0,62.5,9,100.0,63.6,25,0,0.0,1,24.0
2020-11-08,Jaume Doménech,Matchweek 9,Home,W 4–1,Valencia,Real Madrid,Y,GK,90,6,1,5,0.833,0,1.6,0,0,0,0,9,21,42.9,18,3,55.6,45.1,11,100.0,61.8,21,1,4.8,1,13.0
2020-11-22,Jaume Doménech,Matchweek 10,Away,D 2–2,Valencia,Alavés,Y,GK,90,2,2,1,0.5,0,1.9,1,1,0,0,4,13,30.8,26,7,42.3,35.5,3,66.7,53.0,8,1,12.5,0,13.3
2020-11-28,Jaume Doménech,Matchweek 11,Home,L 0–1,Valencia,Atlético Madrid,Y*,GK,90,5,1,5,0.8,0,1.0,0,0,0,0,7,27,25.9,21,3,71.4,48.4,13,92.3,61.9,10,0,0.0,0,12.7
2020-12-07,Jaume Doménech,Matchweek 12,Away,D 0–0,Valencia,Eibar,Y*,GK,90,3,0,3,1.0,1,0.6,0,0,0,0,14,35,40.0,23,2,87.0,57.0,15,100.0,67.3,17,3,17.6,1,14.3
2020-12-12,Jaume Doménech,Matchweek 13,Home,D 2–2,Valencia,Athletic Club,Y*,GK,90,4,2,3,0.75,0,2.0,1,1,0,0,10,22,45.5,23,5,65.2,41.4,7,100.0,66.4,17,1,5.9,2,16.8
2020-12-19,Jaume Doménech,Matchweek 14,Away,D 2–2,Valencia,Barcelona,Y,GK,90,8,2,6,0.75,0,2.6,1,0,1,0,11,23,47.8,20,1,75.0,48.8,9,88.9,68.2,10,0,0.0,2,18.8
2020-12-22,Jaume Doménech,Matchweek 15,Home,L 0–1,Valencia,Sevilla,Y,GK,90,2,1,1,0.5,0,0.2,0,0,0,0,21,32,65.6,25,3,72.0,47.0,15,93.3,59.8,13,1,7.7,1,13.4
2020-12-30,Jaume Doménech,Matchweek 16,Away,L 1–2,Valencia,Granada,Y,GK,90,5,2,2,0.6,0,0.9,0,0,0,0,5,15,33.3,20,1,50.0,42.3,6,83.3,64.7,15,2,13.3,0,10.7
2021-01-04,Jaume Doménech,Matchweek 17,Home,D 1–1,Valencia,Cádiz,Y,GK,90,2,1,1,0.5,0,0.8,0,0,0,0,4,4,100.0,20,6,10.0,23.9,5,40.0,32.8,10,0,0.0,1,17.8
2021-01-10,Jaume Doménech,Matchweek 18,Away,W 1–0,Valencia,Valladolid,Y,GK,90,4,0,4,1.0,1,0.3,0,0,0,0,15,31,48.4,40,5,67.5,45.4,6,66.7,50.3,11,1,9.1,0,13.8
2021-01-21,Jaume Doménech,Matchweek 19,Home,D 1–1,Valencia,Osasuna,Y,GK,90,5,1,4,0.8,0,1.9,0,0,0,0,8,17,47.1,25,4,52.0,41.0,7,57.1,36.6,6,1,16.7,0,15.3
2021-01-24,Jaume Doménech,Matchweek 20,Away,L 1–3,Valencia,Atlético Madrid,Y,GK,90,5,3,2,0.4,0,2.3,0,0,0,0,13,19,68.4,21,0,71.4,50.1,9,44.4,45.1,4,1,25.0,1,12.0
2021-01-30,Jaume Doménech,Matchweek 21,Home,W 1–0,Valencia,Elche,Y,GK,90,1,0,1,1.0,1,0.1,0,0,0,0,7,20,35.0,23,2,60.9,43.4,9,66.7,49.7,8,1,12.5,0,12.3
2021-02-07,Jaume Doménech,Matchweek 22,Away,D 1–1,Valencia,Athletic Club,Y,GK,90,2,1,2,0.5,0,0.5,0,0,0,0,13,23,56.5,24,2,62.5,43.7,10,80.0,63.7,16,0,0.0,0,8.4
2020-09-26,Joel Robles,Matchweek 3,Home,L 2–3,Betis,Real Madrid,Y,GK,90,2,3,1,.000,0,2.1,1,1,0,0,8,22,36.4,25,2,72.0,53.3,8,50.0,43.5,10,0,0.0,1,17.4
2020-09-29,Joel Robles,Matchweek 4,Away,L 0–3,Betis,Getafe,Y,GK,90,4,3,1,.250,0,2.1,0,0,0,0,5,14,35.7,31,5,45.2,38.2,6,0.0,10.5,5,0,0.0,1,20.3
2020-10-03,Joel Robles,Matchweek 5,Away,W 2–0,Betis,Valencia,Y,GK,90,2,0,2,1.000,1,0.4,0,0,0,0,5,17,29.4,20,4,50.0,44.6,8,87.5,66.8,5,0,0.0,0,14.5
2020-11-30,Joel Robles,Matchweek 11,Home,L 0–2,Betis,Eibar,Y,GK,90,4,2,3,.750,0,2.8,2,1,1,0,14,30,46.7,43,3,55.8,41.6,9,66.7,50.3,5,0,0.0,2,20.0
2020-12-06,Joel Robles,Matchweek 12,Away,W 2–0,Betis,Osasuna,Y,GK,90,1,0,1,1.000,1,0.3,0,0,0,0,4,27,14.8,25,4,68.0,52.7,11,90.9,64.6,15,3,20.0,0,14.7
2020-12-13,Joel Robles,Matchweek 13,Home,D 1–1,Betis,Villarreal,Y,GK,90,2,1,1,.500,0,1.0,0,0,0,0,6,13,46.2,27,6,40.7,39.7,6,33.3,35.7,13,1,7.7,0,14.0
2020-12-20,Joel Robles,Matchweek 14,Away,L 0–2,Betis,Granada,Y,GK,90,2,2,1,.500,0,1.3,1,1,0,0,7,12,58.3,21,4,47.6,42.4,8,25.0,31.3,6,1,16.7,0,11.7
2020-12-23,Joel Robles,Matchweek 15,Home,W 1–0,Betis,Cádiz,Y,GK,90,3,0,3,1.000,1,0.3,0,0,0,0,0,3,0.0,11,2,18.2,27.6,3,33.3,30.0,9,0,0.0,1,22.0
2020-12-29,Joel Robles,Matchweek 16,Away,L 3–4,Betis,Levante,Y,GK,90,5,4,1,.200,0,2.9,0,0,0,0,6,11,54.5,16,3,62.5,44.9,4,25.0,26.0,6,0,0.0,2,33.8
2021-01-20,Joel Robles,Matchweek 19,Home,W 2–1,Betis,Celta Vigo,Y,GK,90,3,1,2,.667,0,1.4,0,0,0,0,8,25,32.0,28,2,67.9,47.3,8,75.0,57.8,7,0,0.0,1,15.1
2021-01-23,Joel Robles,Matchweek 20,Away,D 2–2,Betis,Real Sociedad,Y,GK,90,6,2,4,.667,0,2.3,0,0,0,0,7,23,30.4,28,4,67.9,53.9,5,80.0,52.0,8,0,0.0,1,14.9
2021-02-01,Joel Robles,Matchweek 21,Home,W 1–0,Betis,Osasuna,Y,GK,90,5,0,5,1.000,1,0.5,0,0,0,0,3,11,27.3,18,5,27.8,30.6,10,60.0,44.6,12,1,8.3,0,17.3
2021-02-07,Joel Robles,Matchweek 22,Home,L 2–3,Betis,Barcelona,Y,GK,90,3,3,1,.000,0,1.0,0,0,0,0,5,15,33.3,25,3,44.0,37.1,7,57.1,45.4,6,0,0.0,0,14.3
2020-09-12,Iván Villar,Matchweek 1,Away,D 0–0,Celta Vigo,Eibar,Y,GK,90,1,0,1,1.000,1,0.1,0,0,0,0,5,21,23.8,21,3,66.7,50.4,11,63.6,48.3,8,1,12.5,1,17.3
2020-09-19,Iván Villar,Matchweek 2,Home,W 2–1,Celta Vigo,Valencia,Y,GK,90,3,1,2,.667,0,0.8,0,0,0,0,4,13,30.8,20,4,50.0,38.5,5,60.0,44.2,20,2,10.0,1,21.0
2020-09-27,Iván Villar,Matchweek 3,Away,D 1–1,Celta Vigo,Valladolid,Y,GK,90,3,1,3,1.000,0,1.7,1,1,0,0,8,18,44.4,13,2,76.9,50.8,8,100.0,62.8,13,0,0.0,1,18.8
2020-10-01,Iván Villar,Matchweek 4,Home,L 0–3,Celta Vigo,Barcelona,Y,GK,90,4,3,2,.250,0,2.0,0,0,0,0,2,7,28.6,20,4,30.0,32.7,8,12.5,23.6,3,0,0.0,1,18.8
2020-10-04,Iván Villar,Matchweek 5,Away,L 0–2,Celta Vigo,Osasuna,Y,GK,90,4,2,2,.500,0,1.1,0,0,0,0,1,12,8.3,30,6,33.3,32.1,9,22.2,33.3,9,1,11.1,2,17.7
2020-10-17,Iván Villar,Matchweek 6,Home,L 0–2,Celta Vigo,Atlético Madrid,Y,GK,90,4,2,2,.500,0,1.8,0,0,0,0,1,4,25.0,19,4,15.8,27.3,9,11.1,25.3,5,1,20.0,0,14.8
2020-10-26,Iván Villar,Matchweek 7,Away,D 1–1,Celta Vigo,Levante,Y,GK,90,3,1,3,1.000,0,1.2,1,1,0,0,9,21,42.9,27,5,63.0,46.9,6,66.7,52.7,9,0,0.0,2,15.3
2020-11-27,Dani Cárdenas,Matchweek 11,Away,D 1–1,Levante,Valladolid,Y,GK,90,4,1,3,.750,0,1.0,0,0,0,0,3,7,42.9,22,4,27.3,30.5,7,14.3,18.4,16,2,12.5,1,15.3
2020-09-26,Édgar Badía,Matchweek 3,Home,L 0–3,Elche,Real Sociedad,Y,GK,90,6,3,4,0.667,0,2.8,1,1,0,0,6,19,31.6,32,4,34.4,33.9,9,88.9,56.6,17,2,11.8,2,18.8
2020-09-30,Édgar Badía,Matchweek 4,Away,W 1–0,Elche,Eibar,Y,GK,90,5,0,5,1.0,1,0.2,1,0,0,1,18,37,48.6,34,7,70.6,48.4,14,92.9,59.8,30,2,6.7,1,8.9
2020-10-03,Édgar Badía,Matchweek 5,Home,D 0–0,Elche,Huesca,Y,GK,90,4,0,4,1.0,1,0.7,0,0,0,0,4,17,23.5,37,5,37.8,36.4,8,37.5,37.8,10,1,10.0,1,22.0
2020-10-18,Édgar Badía,Matchweek 6,Away,W 2–0,Elche,Alavés,Y,GK,90,2,0,2,1.0,1,0.4,0,0,0,0,11,19,57.9,33,4,30.3,33.7,14,64.3,42.1,15,1,6.7,0,11.5
