Date,Name,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,SoTA,Goals Against,Saves,Save Percentage,Clean Sheets,Penalty Kicks Attempted,Penalty Kicks Allowed,Penalty Kicks Saved,Penalty Kicks Missed,Post-Shot Expected Goals,Passes Completed (Passes longer than 40 yards),Passes Attempted (Passes longer than 40 yards),Pass Completion Percentage (Passes longer than 40 yards),Passes Attempted,Throws Attempted,Percentage of Passes that were Launched,"Average length of passes, in yards",Goal Kick Passes Attempted,Percentage of Goal Kicks that were Launched,Average length of goal kicks,Opponent's attempted crosses into penalty area,Number of crosses into penalty area successfully stopped,Percentage of crosses into penalty area successfully stopped,Number of defensive actions outside of penalty area,Average distance from goal to perform defensive actions
2020-10-23,Édgar Badía,Matchweek 7,Home,W 2–1,Elche,Valencia,Y,GK,90,3,1,2,0.667,0,1.1,0,0,0,0,5,12,41.7,17,1,35.3,34.8,8,75.0,44.1,6,1,16.7,2,22.3
2020-11-01,Édgar Badía,Matchweek 8,Away,L 1–3,Elche,Betis,Y,GK,90,9,3,6,0.667,0,3.3,1,0,1,0,5,8,62.5,36,9,13.9,24.4,9,33.3,24.7,9,0,0.0,1,16.0
2020-11-06,Édgar Badía,Matchweek 9,Home,D 1–1,Elche,Celta Vigo,Y,GK,90,6,1,5,0.833,0,1.8,0,0,0,0,9,16,56.3,28,6,39.3,33.3,8,62.5,38.8,6,2,33.3,0,8.8
2020-11-21,Édgar Badía,Matchweek 10,Away,D 1–1,Elche,Levante,Y,GK,90,5,1,4,0.8,0,1.4,0,0,0,0,5,14,35.7,36,7,22.2,31.1,7,85.7,47.7,8,0,0.0,1,12.8
2020-11-28,Édgar Badía,Matchweek 11,Home,D 1–1,Elche,Cádiz,Y,GK,90,2,1,1,0.5,0,0.8,0,0,0,0,8,15,53.3,37,4,35.1,34.4,2,100.0,64.0,18,1,5.6,0,10.0
2020-12-06,Édgar Badía,Matchweek 12,Away,D 0–0,Elche,Villarreal,Y,GK,90,3,0,3,1.0,1,0.2,0,0,0,0,3,15,20.0,37,9,32.4,32.0,13,23.1,20.3,8,0,0.0,0,10.7
2020-12-13,Édgar Badía,Matchweek 13,Home,L 0–1,Elche,Granada,Y,GK,90,5,1,4,0.8,0,1.2,0,0,0,0,5,11,45.5,23,6,34.8,34.2,7,42.9,28.7,7,0,0.0,0,8.0
2020-12-19,Édgar Badía,Matchweek 14,Away,L 1–3,Elche,Atlético Madrid,Y,GK,90,5,3,3,0.6,0,2.0,1,1,0,0,4,8,50.0,23,3,26.1,30.9,9,22.2,25.6,8,0,0.0,2,25.0
2020-12-22,Édgar Badía,Matchweek 15,Home,D 2–2,Elche,Osasuna,Y,GK,90,6,2,4,0.667,0,1.9,0,0,0,0,10,12,83.3,39,5,17.9,23.6,10,50.0,28.7,6,0,0.0,1,13.7
2020-12-30,Édgar Badía,Matchweek 16,Home,D 1–1,Elche,Real Madrid,Y,GK,90,6,1,4,0.833,0,0.8,0,0,0,0,9,17,52.9,33,6,36.4,34.0,8,62.5,43.5,19,2,10.5,0,9.6
2021-01-03,Édgar Badía,Matchweek 17,Away,L 0–1,Elche,Athletic Club,Y,GK,90,2,1,1,0.5,0,1.0,0,0,0,0,8,13,61.5,33,4,24.2,31.8,12,41.7,27.8,6,0,0.0,1,20.4
2021-01-11,Édgar Badía,Matchweek 18,Home,L 1–3,Elche,Getafe,Y,GK,90,6,3,4,0.667,0,3.3,1,1,0,0,9,12,75.0,26,8,30.8,31.1,6,66.7,39.5,9,0,0.0,0,8.8
2021-01-19,Édgar Badía,Matchweek 19,Away,D 2–2,Elche,Valladolid,Y,GK,90,2,2,0,0.0,0,1.4,0,0,0,0,12,20,60.0,23,3,52.2,37.6,12,66.7,45.4,7,1,14.3,0,5.0
2021-01-24,Édgar Badía,Matchweek 20,Home,L 0–2,Elche,Barcelona,Y,GK,90,7,2,5,0.7140000000000001,0,2.6,0,0,0,0,3,9,33.3,33,6,24.2,29.1,16,6.3,12.6,10,0,0.0,1,14.4
2021-01-30,Édgar Badía,Matchweek 21,Away,L 0–1,Elche,Valencia,Y,GK,90,2,1,1,0.5,0,1.2,1,0,1,0,7,15,46.7,26,1,42.3,33.9,8,50.0,33.5,5,0,0.0,0,17.0
2021-02-06,Édgar Badía,Matchweek 22,Home,D 2–2,Elche,Villarreal,Y,GK,90,4,2,2,0.5,0,1.6,0,0,0,0,6,12,50.0,18,3,33.3,30.2,8,75.0,54.4,4,0,0.0,1,17.0
2020-09-12,Rui Silva,Matchweek 1,Home,W 2–0,Granada,Athletic Club,Y,GK,90.0,2.0,0.0,2.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,9.0,24.0,37.5,27.0,1.0,70.4,51.2,11.0,45.5,38.8,20.0,1.0,5.0,1.0,16.0
2020-09-20,Rui Silva,Matchweek 2,Home,W 2–1,Granada,Alavés,Y,GK,90.0,3.0,1.0,1.0,0.667,0.0,1.0,0.0,0.0,0.0,0.0,4.0,18.0,22.2,27.0,4.0,51.9,45.3,6.0,66.7,52.0,7.0,1.0,14.3,1.0,13.7
2020-09-27,Rui Silva,Matchweek 3,Away,L 1–6,Granada,Atlético Madrid,Y,GK,90.0,9.0,6.0,3.0,0.33299999999999996,0.0,5.0,1.0,0.0,1.0,0.0,7.0,19.0,36.8,29.0,3.0,51.7,42.2,10.0,40.0,36.7,5.0,0.0,0.0,0.0,14.0
2021-01-12,Rui Silva,Matchweek 4,Home,W 2–0,Granada,Osasuna,Y,GK,90.0,3.0,0.0,3.0,1.0,1.0,0.4,0.0,0.0,0.0,0.0,9.0,26.0,34.6,25.0,1.0,80.0,55.1,6.0,100.0,67.2,13.0,0.0,0.0,0.0,14.7
2020-10-04,Rui Silva,Matchweek 5,Away,D 1–1,Granada,Cádiz,Y,GK,90.0,3.0,1.0,2.0,0.667,0.0,1.4,0.0,0.0,0.0,0.0,9.0,18.0,50.0,26.0,2.0,46.2,42.8,9.0,66.7,49.8,6.0,0.0,0.0,0.0,13.0
2020-10-17,Rui Silva,Matchweek 6,Home,W 1–0,Granada,Sevilla,Y,GK,90.0,3.0,0.0,3.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,6.0,16.0,37.5,25.0,4.0,56.0,41.1,4.0,50.0,43.0,6.0,0.0,0.0,0.0,8.0
2020-10-25,Rui Silva,Matchweek 7,Away,W 1–0,Granada,Getafe,Y,GK,90.0,1.0,0.0,1.0,1.0,1.0,0.3,0.0,0.0,0.0,0.0,11.0,30.0,36.7,21.0,0.0,100.0,64.8,9.0,100.0,73.0,21.0,0.0,0.0,1.0,17.6
2020-11-01,Rui Silva,Matchweek 8,Home,D 1–1,Granada,Levante,Y,GK,90.0,4.0,1.0,3.0,0.75,0.0,0.3,0.0,0.0,0.0,0.0,8.0,36.0,22.2,25.0,1.0,76.0,57.6,17.0,100.0,70.4,16.0,0.0,0.0,0.0,8.8
2020-11-22,Rui Silva,Matchweek 10,Home,L 1–3,Granada,Valladolid,Y,GK,90.0,3.0,3.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,14.0,23.0,60.9,28.0,4.0,57.1,44.0,9.0,77.8,52.6,5.0,0.0,0.0,0.0,15.3
2020-11-29,Rui Silva,Matchweek 11,Away,L 1–3,Granada,Celta Vigo,Y,GK,90.0,8.0,3.0,5.0,0.625,0.0,3.2,0.0,0.0,0.0,0.0,5.0,21.0,23.8,22.0,3.0,68.2,50.6,9.0,66.7,46.6,5.0,0.0,0.0,0.0,10.2
2020-12-06,Rui Silva,Matchweek 12,Home,D 3–3,Granada,Huesca,Y,GK,90.0,7.0,3.0,4.0,0.5710000000000001,0.0,2.3,0.0,0.0,0.0,0.0,8.0,17.0,47.1,32.0,4.0,43.8,39.5,6.0,50.0,38.7,10.0,0.0,0.0,0.0,13.0
2020-12-13,Rui Silva,Matchweek 13,Away,W 1–0,Granada,Elche,Y,GK,90.0,1.0,0.0,1.0,1.0,1.0,0.4,0.0,0.0,0.0,0.0,12.0,21.0,57.1,22.0,1.0,72.7,50.2,5.0,100.0,59.8,8.0,0.0,0.0,0.0,15.5
2020-12-20,Rui Silva,Matchweek 14,Home,W 2–0,Granada,Betis,Y,GK,90.0,1.0,0.0,1.0,1.0,1.0,0.1,0.0,0.0,0.0,0.0,9.0,29.0,31.0,29.0,2.0,69.0,50.9,10.0,90.0,64.4,15.0,1.0,6.7,0.0,12.3
2020-12-23,Rui Silva,Matchweek 15,Away,L 0–2,Granada,Real Madrid,Y,GK,90.0,6.0,2.0,4.0,0.667,0.0,2.0,0.0,0.0,0.0,0.0,9.0,25.0,36.0,27.0,0.0,63.0,48.5,8.0,100.0,64.9,9.0,0.0,0.0,0.0,16.3
2020-12-30,Rui Silva,Matchweek 16,Home,W 2–1,Granada,Valencia,Y,GK,90.0,6.0,1.0,5.0,0.833,0.0,1.7,0.0,0.0,0.0,0.0,7.0,18.0,38.9,25.0,3.0,60.0,45.0,4.0,75.0,55.8,8.0,0.0,0.0,2.0,21.3
2021-01-03,Rui Silva,Matchweek 17,Away,L 0–2,Granada,Eibar,Y,GK,90.0,6.0,2.0,3.0,0.667,0.0,3.0,1.0,0.0,1.0,0.0,15.0,39.0,38.5,29.0,0.0,100.0,62.3,11.0,90.9,62.3,18.0,3.0,16.7,1.0,13.4
2021-01-09,Rui Silva,Matchweek 18,Home,L 0–4,Granada,Barcelona,Y,GK,90.0,4.0,4.0,0.0,0.0,0.0,3.1,0.0,0.0,0.0,0.0,6.0,17.0,35.3,14.0,2.0,57.1,44.1,10.0,90.0,63.1,3.0,0.0,0.0,2.0,20.6
2021-01-20,Rui Silva,Matchweek 19,Away,D 2–2,Granada,Villarreal,Y,GK,90.0,1.0,2.0,0.0,0.0,0.0,1.8,2.0,1.0,1.0,0.0,8.0,22.0,36.4,22.0,0.0,77.3,54.7,6.0,83.3,57.7,4.0,0.0,0.0,1.0,17.7
2021-01-24,Rui Silva,Matchweek 20,Away,L 1–3,Granada,Osasuna,Y,GK,90.0,4.0,3.0,1.0,0.25,0.0,1.9,0.0,0.0,0.0,0.0,5.0,25.0,20.0,29.0,2.0,69.0,50.4,5.0,100.0,72.4,10.0,0.0,0.0,3.0,18.2
2021-01-31,Rui Silva,Matchweek 21,Home,D 0–0,Granada,Celta Vigo,Y,GK,90.0,1.0,0.0,1.0,1.0,1.0,0.1,0.0,0.0,0.0,0.0,3.0,16.0,18.8,19.0,2.0,63.2,46.4,6.0,66.7,54.3,9.0,2.0,22.2,0.0,14.8
2021-02-06,Rui Silva,Matchweek 22,Away,D 2–2,Granada,Levante,Y,GK,90.0,7.0,2.0,5.0,0.7140000000000001,0.0,2.9,0.0,0.0,0.0,0.0,3.0,19.0,15.8,25.0,2.0,56.0,48.7,9.0,55.6,54.2,14.0,2.0,14.3,1.0,18.0
2021-01-12,Jan Oblak,Matchweek 1,Home,W 2–0,Atlético Madrid,Sevilla,Y,GK,90,2,0,2,1.0,1,0.5,0,0,0,0,13,25,52.0,17,1,76.5,50.4,13,92.3,55.8,14,0,0.0,0,12.0
2020-09-27,Jan Oblak,Matchweek 3,Home,W 6–1,Atlético Madrid,Granada,Y,GK,90,6,1,5,0.833,0,1.6,0,0,0,0,4,12,33.3,18,2,55.6,42.7,4,50.0,44.5,13,2,15.4,0,11.4
2020-09-30,Jan Oblak,Matchweek 4,Away,D 0–0,Atlético Madrid,Huesca,Y*,GK,90,3,0,3,1.0,1,0.6,0,0,0,0,4,13,30.8,25,5,40.0,35.8,8,37.5,41.0,9,1,11.1,0,13.0
2020-10-03,Jan Oblak,Matchweek 5,Home,D 0–0,Atlético Madrid,Villarreal,Y,GK,90,2,0,2,1.0,1,0.1,0,0,0,0,4,5,80.0,16,2,25.0,28.4,6,16.7,30.5,9,0,0.0,0,8.4
2020-10-17,Jan Oblak,Matchweek 6,Away,W 2–0,Atlético Madrid,Celta Vigo,Y,GK,90,5,0,5,1.0,1,0.7,0,0,0,0,11,26,42.3,27,5,70.4,51.7,11,63.6,48.9,7,1,14.3,2,18.7
2020-10-24,Jan Oblak,Matchweek 7,Home,W 2–0,Atlético Madrid,Betis,Y,GK,90,3,0,3,1.0,1,0.7,0,0,0,0,4,14,28.6,17,2,58.8,46.7,7,57.1,45.4,10,0,0.0,0,9.5
2020-10-31,Jan Oblak,Matchweek 8,Away,W 3–1,Atlético Madrid,Osasuna,Y,GK,90,3,1,2,0.667,0,1.0,0,0,0,0,8,22,36.4,26,2,50.0,40.6,14,64.3,49.6,13,1,7.7,0,17.7
2020-11-07,Jan Oblak,Matchweek 9,Home,W 4–0,Atlético Madrid,Cádiz,Y,GK,90,3,0,3,1.0,1,0.2,0,0,0,0,8,14,57.1,18,2,50.0,39.3,10,50.0,35.5,14,1,7.1,0,17.0
2020-11-21,Jan Oblak,Matchweek 10,Home,W 1–0,Atlético Madrid,Barcelona,Y,GK,90,4,0,4,1.0,1,0.6,0,0,0,0,11,23,47.8,20,0,85.0,51.5,8,75.0,54.4,7,0,0.0,0,13.5
2020-11-28,Jan Oblak,Matchweek 11,Away,W 1–0,Atlético Madrid,Valencia,Y,GK,90,2,0,2,1.0,1,0.3,0,0,0,0,2,12,16.7,15,4,53.3,40.9,5,80.0,55.6,6,1,16.7,0,11.0
2020-12-05,Jan Oblak,Matchweek 12,Home,W 2–0,Atlético Madrid,Valladolid,Y*,GK,90,3,0,3,1.0,1,0.6,0,0,0,0,14,29,48.3,22,5,77.3,51.7,15,80.0,54.5,6,0,0.0,0,12.5
2020-12-12,Jan Oblak,Matchweek 13,Away,L 0–2,Atlético Madrid,Real Madrid,Y,GK,90,3,2,1,0.33299999999999996,0,1.3,0,0,0,0,6,10,60.0,14,2,35.7,36.0,7,71.4,48.4,5,0,0.0,0,8.0
2020-12-19,Jan Oblak,Matchweek 14,Home,W 3–1,Atlético Madrid,Elche,Y,GK,90,3,1,2,0.667,0,1.5,0,0,0,0,4,5,80.0,14,2,28.6,34.3,5,20.0,30.8,8,1,12.5,1,40.0
2020-12-22,Jan Oblak,Matchweek 15,Away,W 2–0,Atlético Madrid,Real Sociedad,Y,GK,90,1,0,1,1.0,1,0.1,0,0,0,0,9,25,36.0,19,2,94.7,59.5,8,87.5,61.0,10,0,0.0,2,21.0
2020-12-30,Jan Oblak,Matchweek 16,Home,W 1–0,Atlético Madrid,Getafe,Y,GK,90,2,0,2,1.0,1,0.3,0,0,0,0,7,22,31.8,16,3,68.8,49.5,12,91.7,58.6,16,1,6.3,0,7.4
2021-01-03,Jan Oblak,Matchweek 17,Away,W 2–1,Atlético Madrid,Alavés,Y,GK,90,1,1,1,0.0,0,0.0,0,0,0,0,9,16,56.3,18,3,55.6,41.5,6,100.0,61.5,1,0,0.0,0,17.0
2021-01-21,Jan Oblak,Matchweek 19,Away,W 2–1,Atlético Madrid,Eibar,Y*,GK,90,2,1,2,1.0,0,1.1,1,1,0,0,10,19,52.6,23,7,56.5,40.2,12,50.0,43.6,13,0,0.0,0,17.0
2021-01-24,Jan Oblak,Matchweek 20,Home,W 3–1,Atlético Madrid,Valencia,Y,GK,90,4,1,3,0.75,0,0.7,0,0,0,0,5,15,33.3,17,4,58.8,42.6,6,83.3,55.7,7,1,14.3,0,12.7
2021-01-31,Jan Oblak,Matchweek 21,Away,W 4–2,Atlético Madrid,Cádiz,Y,GK,90,6,2,4,0.667,0,1.8,0,0,0,0,5,12,41.7,14,3,42.9,42.3,6,100.0,68.7,21,2,9.5,0,13.5
2021-02-08,Jan Oblak,Matchweek 22,Home,D 2–2,Atlético Madrid,Celta Vigo,Y,GK,90,2,2,0,0.0,0,1.6,0,0,0,0,4,15,26.7,15,2,60.0,49.7,9,66.7,52.3,10,1,10.0,1,24.5
2020-12-06,Álvaro Fernández,Matchweek 12,Away,D 3–3,Huesca,Granada,Y,GK,90,6,3,2,.500,0,2.6,0,0,0,0,7,18,38.9,26,4,57.7,43.0,8,37.5,39.4,11,1,9.1,0,11.5
2020-12-12,Álvaro Fernández,Matchweek 13,Home,W 1–0,Huesca,Alavés,Y,GK,90,1,0,1,1.000,1,0.0,0,0,0,0,2,17,11.8,39,6,35.9,34.9,6,50.0,47.3,2,1,50.0,0,17.6
2020-12-18,Álvaro Fernández,Matchweek 14,Away,L 0–2,Huesca,Athletic Club,Y,GK,90,2,2,1,.500,0,1.6,1,1,0,0,10,26,38.5,44,6,50.0,39.6,8,50.0,42.9,13,2,15.4,0,9.2
2020-12-22,Álvaro Fernández,Matchweek 15,Home,D 1–1,Huesca,Levante,Y,GK,90,1,1,0,.000,0,0.6,0,0,0,0,3,7,42.9,15,3,40.0,38.5,7,14.3,38.3,8,0,0.0,1,24.0
2020-12-30,Álvaro Fernández,Matchweek 16,Away,L 1–2,Huesca,Celta Vigo,Y,GK,90,6,2,4,.667,0,1.3,0,0,0,0,3,9,33.3,32,3,18.8,28.0,7,42.9,39.3,7,1,14.3,2,25.8
2021-01-03,Álvaro Fernández,Matchweek 17,Home,L 0–1,Huesca,Barcelona,Y,GK,90,6,1,5,.833,0,2.9,0,0,0,0,2,9,22.2,21,3,19.0,31.4,17,29.4,36.6,7,0,0.0,0,11.0
2021-01-11,Álvaro Fernández,Matchweek 18,Home,L 0–2,Huesca,Betis,Y,GK,90,5,2,3,.600,0,1.6,0,0,0,0,6,9,66.7,27,7,25.9,31.0,6,33.3,30.3,10,0,0.0,0,12.6
2021-01-20,Álvaro Fernández,Matchweek 19,Away,L 0–1,Huesca,Getafe,Y,GK,90,5,1,4,.800,0,1.1,0,0,0,0,8,15,53.3,31,7,41.9,37.5,6,33.3,30.7,17,1,5.9,1,17.4
2021-01-23,Álvaro Fernández,Matchweek 20,Home,D 0–0,Huesca,Villarreal,Y,GK,90,2,0,2,1.000,1,0.3,0,0,0,0,8,21,38.1,37,5,45.9,42.0,4,100.0,62.8,5,0,0.0,1,20.1
2021-01-29,Álvaro Fernández,Matchweek 21,Away,W 3–1,Huesca,Valladolid,Y,GK,90,4,1,3,.750,0,1.0,0,0,0,0,8,22,36.4,36,4,38.9,38.3,12,66.7,48.3,15,1,6.7,0,8.3
2021-02-06,Álvaro Fernández,Matchweek 22,Home,L 1–2,Huesca,Real Madrid,Y,GK,90,7,2,5,.714,0,3.0,0,0,0,0,8,15,53.3,25,5,44.0,37.1,7,57.1,44.1,13,1,7.7,0,9.5
2021-01-12,Yassine Bounou,Matchweek 1,Away,L 0–2,Sevilla,Atlético Madrid,Y,GK,90,4,2,2,.500,0,0.5,0,0,0,0,3,5,60.0,19,5,26.3,29.4,0,,,3,1,33.3,0,13.0
2020-09-27,Yassine Bounou,Matchweek 3,Away,W 3–1,Sevilla,Cádiz,Y,GK,90,5,1,4,.800,0,1.8,0,0,0,0,1,3,33.3,15,6,13.3,24.6,5,20.0,31.6,8,0,0.0,0,9.5
2020-10-01,Yassine Bounou,Matchweek 4,Home,W 1–0,Sevilla,Levante,Y,GK,90,1,0,1,1.000,1,0.0,0,0,0,0,4,9,44.4,21,1,33.3,31.9,3,66.7,41.3,3,0,0.0,0,15.5
2020-10-04,Yassine Bounou,Matchweek 5,Away,D 1–1,Sevilla,Barcelona,Y,GK,90,5,1,4,.800,0,0.8,0,0,0,0,2,5,40.0,25,2,12.0,24.2,4,50.0,39.3,6,0,0.0,1,12.8
2020-10-17,Yassine Bounou,Matchweek 6,Away,L 0–1,Sevilla,Granada,Y,GK,90,3,1,2,.667,0,1.3,0,0,0,0,14,22,63.6,27,5,51.9,44.7,9,88.9,58.7,15,2,13.3,0,10.7
2020-10-31,Yassine Bounou,Matchweek 8,Away,L 1–2,Sevilla,Athletic Club,Y,GK,90,5,2,3,.600,0,1.3,0,0,0,0,6,16,37.5,24,5,50.0,37.8,5,80.0,53.4,18,1,5.6,0,12.3
2020-11-07,Yassine Bounou,Matchweek 9,Home,W 1–0,Sevilla,Osasuna,Y,GK,90,2,0,2,1.000,1,0.0,0,0,0,0,4,14,28.6,32,3,25.0,29.5,8,75.0,50.8,9,0,0.0,1,21.5
2020-12-05,Yassine Bounou,Matchweek 12,Home,L 0–1,Sevilla,Real Madrid,Y,GK,90,2,1,2,.500,0,0.9,0,0,0,0,2,8,25.0,23,7,13.0,28.3,7,71.4,48.0,6,0,0.0,1,15.4
2020-12-12,Yassine Bounou,Matchweek 13,Away,W 1–0,Sevilla,Getafe,Y,GK,90,1,0,1,1.000,1,0.0,0,0,0,0,4,6,66.7,20,8,20.0,28.6,10,20.0,30.2,5,1,20.0,0,15.0
2020-12-19,Yassine Bounou,Matchweek 14,Home,D 1–1,Sevilla,Valladolid,Y,GK,90,5,1,4,.800,0,1.0,0,0,0,0,5,12,41.7,26,2,38.5,39.8,5,40.0,33.4,8,0,0.0,3,41.0
2020-12-22,Yassine Bounou,Matchweek 15,Away,W 1–0,Sevilla,Valencia,Y,GK,90,4,0,4,1.000,1,0.9,0,0,0,0,12,19,63.2,27,1,55.6,41.4,5,80.0,52.2,4,0,0.0,0,13.3
2020-12-29,Yassine Bounou,Matchweek 16,Home,W 2–0,Sevilla,Villarreal,Y,GK,90,2,0,2,1.000,1,0.4,0,0,0,0,9,17,52.9,25,1,48.0,47.4,6,83.3,53.8,9,1,11.1,3,18.2
2021-01-02,Yassine Bounou,Matchweek 17,Away,D 1–1,Sevilla,Betis,Y,GK,90,1,1,1,1.000,0,1.4,2,1,1,0,1,6,16.7,21,5,28.6,34.3,10,0.0,20.3,8,0,0.0,0,18.5
2021-01-09,Yassine Bounou,Matchweek 18,Home,W 3–2,Sevilla,Real Sociedad,Y,GK,90,3,2,2,.333,0,0.7,0,0,0,0,9,20,45.0,24,2,50.0,42.3,9,88.9,62.2,9,0,0.0,1,17.5
2021-01-19,Yassine Bounou,Matchweek 19,Away,W 2–1,Sevilla,Alavés,Y,GK,90,2,1,1,.500,0,1.2,1,0,1,0,8,19,42.1,29,1,51.7,43.2,5,80.0,51.8,11,2,18.2,0,7.2
2021-01-23,Yassine Bounou,Matchweek 20,Home,W 3–0,Sevilla,Cádiz,Y,GK,90,3,0,3,1.000,1,0.1,0,0,0,0,5,9,55.6,29,7,13.8,24.6,5,100.0,57.6,8,2,25.0,0,14.3
2021-01-30,Yassine Bounou,Matchweek 21,Away,W 2–0,Sevilla,Eibar,Y,GK,90,6,0,6,1.000,1,0.5,0,0,0,0,14,22,63.6,35,7,40.0,37.3,12,66.7,52.0,12,1,8.3,0,12.5
2021-02-06,Yassine Bounou,Matchweek 22,Home,W 3–0,Sevilla,Getafe,Y,GK,90,1,0,1,1.000,1,0.0,0,0,0,0,7,11,63.6,29,5,34.5,33.1,5,20.0,26.6,2,2,100.0,1,22.4
2020-09-12,David Gil,Matchweek 1,Home,L 0–2,Cádiz,Osasuna,Y,GK,90,3,2,1,.333,0,1.2,0,0,0,0,5,29,17.2,28,3,75.0,51.4,9,88.9,64.3,5,0,0.0,0,9.0
