Date,Name,League,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,SoTA,Goals Against,Saves,Save Percentage,Clean Sheets,Penalty Kicks Attempted,Penalty Kicks Allowed,Penalty Kicks Saved,Penalty Kicks Missed,Post-Shot Expected Goals,Passes Completed (Passes longer than 40 yards),Passes Attempted (Passes longer than 40 yards),Pass Completion Percentage (Passes longer than 40 yards),Passes Attempted,Throws Attempted,Percentage of Passes that were Launched,"Average length of passes, in yards",Goal Kick Passes Attempted,Percentage of Goal Kicks that were Launched,Average length of goal kicks,Opponent's attempted crosses into penalty area,Number of crosses into penalty area successfully stopped,Percentage of crosses into penalty area successfully stopped,Number of defensive actions outside of penalty area,Average distance from goal to perform defensive actions
7/12/20,Oliver Baumann,Bundesliga,Matchweek 10,Home,W 3–1,Hoffenheim,Augsburg,Y*,GK,90,2,1,1,50,0,0.5,0,0,0,0,8,14,57.1,45,7,26.7,28.2,7,28.6,31.9,12,0,0,1,15.9
13/12/20,Oliver Baumann,Bundesliga,Matchweek 11,Away,L 1–4,Hoffenheim,Leverkusen,Y*,GK,90,7,4,4,57.1,0,2.8,1,1,0,0,7,14,50,31,5,38.7,35.5,7,28.6,26.3,4,0,0,1,15.7
16/12/20,Oliver Baumann,Bundesliga,Matchweek 12,Home,L 0–1,Hoffenheim,RB Leipzig,Y*,GK,90,3,1,2,66.7,0,0.6,0,0,0,0,4,7,57.1,39,6,17.9,26.2,4,0,20.8,7,0,0,1,19.5
19/12/20,Oliver Baumann,Bundesliga,Matchweek 13,Away,W 2–1,Hoffenheim,M'Gladbach,Y*,GK,90,4,1,4,100,0,1.1,1,1,0,0,6,8,75,28,6,25,28.1,9,11.1,16.2,3,0,0,0,13.5
2/1/21,Oliver Baumann,Bundesliga,Matchweek 14,Home,L 1–3,Hoffenheim,Freiburg,Y*,GK,90,4,3,3,50,0,2.2,1,1,0,0,5,10,50,42,7,23.8,28.8,5,0,18.4,4,0,0,4,18.8
9/1/21,Oliver Baumann,Bundesliga,Matchweek 15,Away,L 0–4,Hoffenheim,Schalke 04,Y*,GK,90,5,4,1,20,0,1.5,0,0,0,0,2,3,66.7,22,6,13.6,22.2,3,0,27.3,4,0,0,0,15.6
16/1/21,Oliver Baumann,Bundesliga,Matchweek 16,Home,D 0–0,Hoffenheim,Arminia,Y*,GK,90,2,0,2,100,1,0.4,0,0,0,0,7,14,50,29,8,31,29.4,7,71.4,46.4,2,0,0,1,20
19/1/21,Oliver Baumann,Bundesliga,Matchweek 17,Away,W 3–0,Hoffenheim,Hertha BSC,Y*,GK,90,0,0,0,,1,0.8,1,0,1,0,4,18,22.2,32,3,46.9,41.5,8,37.5,28.5,11,0,0,1,15.2
24/1/21,Oliver Baumann,Bundesliga,Matchweek 18,Home,W 3–0,Hoffenheim,Köln,Y*,GK,90,2,0,2,100,1,0.9,1,0,1,0,7,16,43.8,24,4,41.7,40.4,6,100,66,22,3,13.6,0,11.2
30/1/21,Oliver Baumann,Bundesliga,Matchweek 19,Away,L 1–4,Hoffenheim,Bayern Munich,Y*,GK,90,9,4,5,55.6,0,3.8,0,0,0,0,6,16,37.5,30,8,43.3,38.2,5,60,42.8,14,0,0,0,8.3
7/2/21,Oliver Baumann,Bundesliga,Matchweek 20,Home,L 1–3,Hoffenheim,Eint Frankfurt,Y*,GK,90,5,3,2,40,0,1.9,0,0,0,0,8,13,61.5,28,3,35.7,33.4,8,37.5,31,10,0,0,0,11
13/2/21,Oliver Baumann,Bundesliga,Matchweek 21,Away,D 2–2,Hoffenheim,Dortmund,Y*,GK,90,3,2,1,33.3,0,1.6,0,0,0,0,16,28,57.1,41,6,63.4,45.9,2,100,62,11,1,9.1,0,10.1
21/2/21,Oliver Baumann,Bundesliga,Matchweek 22,Home,W 4–0,Hoffenheim,Werder Bremen,Y*,GK,90,1,0,1,100,1,0.3,0,0,0,0,6,17,35.3,36,4,36.1,37.6,5,80,52.4,7,0,0,1,14.3
28/2/21,Oliver Baumann,Bundesliga,Matchweek 23,Away,D 1–1,Hoffenheim,Union Berlin,Y*,GK,90,0,1,0,,0,1,1,1,0,0,7,14,50,40,4,30,28.7,2,100,53.5,7,0,0,2,14.7
6/3/21,Oliver Baumann,Bundesliga,Matchweek 24,Home,W 2–1,Hoffenheim,Wolfsburg,Y*,GK,90,6,1,5,83.3,0,2.2,0,0,0,0,7,23,30.4,29,5,55.2,44.6,9,77.8,50.7,18,1,5.6,0,8
14/3/21,Oliver Baumann,Bundesliga,Matchweek 25,Away,L 0–2,Hoffenheim,Stuttgart,Y*,GK,90,4,2,3,50,0,0.8,0,0,0,0,10,21,47.6,49,10,36.7,31.8,6,50,36.5,7,2,28.6,3,18.2
21/3/21,Oliver Baumann,Bundesliga,Matchweek 26,Home,L 1–2,Hoffenheim,Mainz 05,Y*,GK,90,7,2,5,71.4,0,2.4,0,0,0,0,4,15,26.7,47,7,27.7,33,6,33.3,36.8,9,0,0,1,12.3
3/4/21,Oliver Baumann,Bundesliga,Matchweek 27,Away,L 1–2,Hoffenheim,Augsburg,Y*,GK,90,2,2,0,0,0,1.4,0,0,0,0,3,7,42.9,37,6,16.2,23.6,5,20,25.2,3,0,0,2,19
12/4/21,Oliver Baumann,Bundesliga,Matchweek 28,Home,D 0–0,Hoffenheim,Leverkusen,Y*,GK,90,4,0,4,100,1,0.7,0,0,0,0,5,12,41.7,60,7,20,27.7,2,0,8.5,3,1,33.3,0,13.9
16/4/21,Oliver Baumann,Bundesliga,Matchweek 29,Away,D 0–0,Hoffenheim,RB Leipzig,Y*,GK,90,2,0,2,100,1,0.2,0,0,0,0,12,20,60,42,5,42.9,39.9,11,18.2,23.5,11,1,9.1,2,16
21/4/21,Oliver Baumann,Bundesliga,Matchweek 30,Home,W 3–2,Hoffenheim,M'Gladbach,Y*,GK,90,2,2,0,0,0,1,0,0,0,0,2,9,22.2,49,4,14.3,25.1,3,66.7,50.3,9,0,0,1,11.2
24/4/21,Oliver Baumann,Bundesliga,Matchweek 31,Away,D 1–1,Hoffenheim,Freiburg,Y*,GK,90,5,1,5,100,0,1.6,1,1,0,0,4,15,26.7,53,10,26.4,31,7,14.3,22.6,13,0,0,0,14
8/5/21,Oliver Baumann,Bundesliga,Matchweek 32,Home,W 4–2,Hoffenheim,Schalke 04,Y*,GK,90,3,2,1,33.3,0,1.2,0,0,0,0,1,2,50,32,2,3.1,17.4,5,20,19.6,2,0,0,1,14.8
20/9/20,Robin Zentner,Bundesliga,Matchweek 1,Away,L 1–3,Mainz 05,RB Leipzig,Y,GK,90,8,3,6,75,0,1.4,1,1,0,0,4,9,44.4,23,8,26.1,30.3,11,27.3,30.3,7,0,0,0,11
26/9/20,Robin Zentner,Bundesliga,Matchweek 2,Home,L 1–4,Mainz 05,Stuttgart,Y,GK,90,7,4,3,42.9,0,2.7,0,0,0,0,3,10,30,39,5,23.1,29.9,8,12.5,22.1,10,1,10,1,17.4
2/10/20,Robin Zentner,Bundesliga,Matchweek 3,Away,L 0–4,Mainz 05,Union Berlin,Y,GK,90,7,4,3,42.9,0,2.2,0,0,0,0,3,9,33.3,25,6,28,35.2,5,40,41.6,8,0,0,2,20.6
17/10/20,Robin Zentner,Bundesliga,Matchweek 4,Home,L 0–1,Mainz 05,Leverkusen,Y,GK,90,4,1,3,75,0,0.5,0,0,0,0,10,20,50,28,6,53.6,39.8,8,62.5,48.4,6,1,16.7,1,21.7
24/10/20,Robin Zentner,Bundesliga,Matchweek 5,Home,L 2–3,Mainz 05,M'Gladbach,Y,GK,90,8,3,6,75,0,3.1,1,1,0,0,8,28,28.6,43,6,48.8,39.2,7,100,77.1,10,0,0,2,13.1
31/10/20,Robin Zentner,Bundesliga,Matchweek 6,Away,L 1–3,Mainz 05,Augsburg,Y,GK,90,6,3,3,50,0,2.6,0,0,0,0,3,7,42.9,31,8,16.1,26.6,9,22.2,34.9,7,1,14.3,2,20.5
7/11/20,Robin Zentner,Bundesliga,Matchweek 7,Home,D 2–2,Mainz 05,Schalke 04,Y,GK,90,3,2,2,33.3,0,0.9,0,0,0,0,3,18,16.7,23,7,39.1,37.5,9,100,69.1,12,0,0,1,12.3
22/11/20,Robin Zentner,Bundesliga,Matchweek 8,Away,W 3–1,Mainz 05,Freiburg,Y,GK,90,6,1,5,83.3,0,0.8,0,0,0,0,7,24,29.2,25,8,56,46.6,11,90.9,66.2,18,3,16.7,0,7.5
29/11/20,Robin Zentner,Bundesliga,Matchweek 9,Home,D 1–1,Mainz 05,Hoffenheim,Y,GK,90,4,1,3,75,0,1.3,0,0,0,0,5,16,31.3,23,4,47.8,39.5,9,55.6,42.9,16,0,0,1,10.4
5/12/20,Robin Zentner,Bundesliga,Matchweek 10,Away,L 1–2,Mainz 05,Arminia,Y,GK,90,5,2,3,60,0,1.5,0,0,0,0,4,13,30.8,28,12,28.6,31.4,8,62.5,54.5,8,0,0,0,9.2
12/12/20,Robin Zentner,Bundesliga,Matchweek 11,Home,L 0–1,Mainz 05,Köln,Y,GK,90,6,1,5,83.3,0,1.4,0,0,0,0,3,10,30,29,9,24.1,29.8,4,75,60,9,4,44.4,1,19.6
15/12/20,Robin Zentner,Bundesliga,Matchweek 12,Away,D 0–0,Mainz 05,Hertha BSC,Y,GK,90,0,0,0,,1,0,0,0,0,0,2,13,15.4,21,3,42.9,37.6,11,36.4,33.8,11,0,0,0,13.3
19/12/20,Robin Zentner,Bundesliga,Matchweek 13,Home,L 0–1,Mainz 05,Werder Bremen,Y,GK,90,7,1,6,85.7,0,2.1,0,0,0,0,6,12,50,32,13,28.1,33.1,6,50,44.5,8,0,0,1,13.5
9/1/21,Robin Zentner,Bundesliga,Matchweek 15,Home,L 0–2,Mainz 05,Eint Frankfurt,Y,GK,90,5,2,5,100,0,1.7,2,2,0,0,3,9,33.3,20,5,40,39.6,3,33.3,31.7,14,0,0,1,15.7
16/1/21,Robin Zentner,Bundesliga,Matchweek 16,Away,D 1–1,Mainz 05,Dortmund,Y,GK,90,8,1,7,87.5,0,2,1,0,0,1,10,24,41.7,27,4,59.3,48.3,14,57.1,47,12,1,8.3,1,14.3
19/1/21,Robin Zentner,Bundesliga,Matchweek 17,Home,L 0–2,Mainz 05,Wolfsburg,Y,GK,90,2,2,0,0,0,1.8,0,0,0,0,5,16,31.3,22,5,54.5,45.1,8,50,42.1,7,1,14.3,0,13
23/1/21,Robin Zentner,Bundesliga,Matchweek 18,Home,W 3–2,Mainz 05,RB Leipzig,Y,GK,90,5,2,2,60,0,2.3,0,0,0,0,5,21,23.8,26,6,61.5,50.3,7,71.4,56.7,8,0,0,0,12.6
29/1/21,Robin Zentner,Bundesliga,Matchweek 19,Away,L 0–2,Mainz 05,Stuttgart,Y,GK,90,4,2,2,50,0,1.4,0,0,0,0,4,13,30.8,27,9,25.9,32.9,8,75,57.5,6,1,16.7,0,15.3
6/2/21,Robin Zentner,Bundesliga,Matchweek 20,Home,W 1–0,Mainz 05,Union Berlin,Y,GK,90,4,0,4,100,1,1.3,0,0,0,0,6,22,27.3,32,5,50,44,7,85.7,63.6,7,1,14.3,1,14.7
13/2/21,Robin Zentner,Bundesliga,Matchweek 21,Away,D 2–2,Mainz 05,Leverkusen,Y,GK,90,4,2,2,50,0,0.7,0,0,0,0,5,17,29.4,21,6,47.6,38,9,77.8,60.9,3,1,33.3,0,14.2
20/2/21,Robin Zentner,Bundesliga,Matchweek 22,Away,W 2–1,Mainz 05,M'Gladbach,Y,GK,90,4,1,3,75,0,0.9,0,0,0,0,7,25,28,34,9,58.8,49,7,71.4,52.9,11,2,18.2,0,10.2
28/2/21,Robin Zentner,Bundesliga,Matchweek 23,Home,L 0–1,Mainz 05,Augsburg,Y,GK,90,2,1,1,50,0,1,0,0,0,0,4,6,66.7,28,7,21.4,28,4,0,22.8,5,0,0,1,15.4
5/3/21,Robin Zentner,Bundesliga,Matchweek 24,Away,D 0–0,Mainz 05,Schalke 04,Y,GK,90,2,0,2,100,1,0.2,0,0,0,0,7,14,50,30,1,46.7,39.3,2,0,12,2,1,50,0,25
13/3/21,Robin Zentner,Bundesliga,Matchweek 25,Home,W 1–0,Mainz 05,Freiburg,Y,GK,90,2,0,2,100,1,0.2,0,0,0,0,5,14,35.7,34,7,38.2,39.1,5,20,30,9,3,33.3,0,13.5
21/3/21,Robin Zentner,Bundesliga,Matchweek 26,Away,W 2–1,Mainz 05,Hoffenheim,Y,GK,90,2,1,1,50,0,0.8,0,0,0,0,3,21,14.3,26,7,61.5,47.7,8,62.5,52.8,10,3,30,0,11.2
3/4/21,Robin Zentner,Bundesliga,Matchweek 27,Home,D 1–1,Mainz 05,Arminia,Y,GK,90,2,1,1,50,0,0.5,0,0,0,0,5,10,50,20,8,45,39.8,9,11.1,23.2,7,0,0,1,18.7
11/4/21,Robin Zentner,Bundesliga,Matchweek 28,Away,W 3–2,Mainz 05,Köln,Y,GK,90,3,2,1,66.7,0,1.8,1,1,0,0,8,21,38.1,25,5,52,47.4,10,80,61.8,17,0,0,0,14.7
3/5/21,Robin Zentner,Bundesliga,Matchweek 29,Home,D 1–1,Mainz 05,Hertha BSC,Y,GK,90,5,1,4,80,0,1.2,0,0,0,0,3,6,50,22,5,18.2,29,4,50,35.5,4,2,50,0,11.3
21/4/21,Robin Zentner,Bundesliga,Matchweek 30,Away,W 1–0,Mainz 05,Werder Bremen,Y,GK,90,3,0,3,100,1,0.3,0,0,0,0,12,20,60,17,4,64.7,51.8,11,81.8,65,14,1,7.1,1,13.1
24/4/21,Robin Zentner,Bundesliga,Matchweek 31,Home,W 2–1,Mainz 05,Bayern Munich,Y,GK,90,4,1,3,75,0,0.9,0,0,0,0,4,23,17.4,25,6,72,54,14,35.7,32.4,13,1,7.7,1,13
9/5/21,Robin Zentner,Bundesliga,Matchweek 32,Away,D 1–1,Mainz 05,Eint Frankfurt,Y,GK,90,3,1,2,66.7,0,1.4,0,0,0,0,9,30,30,26,2,80.8,56.2,13,69.2,55.2,15,0,0,0,12.8
19/9/20,Andreas Luthe,Bundesliga,Matchweek 1,Home,L 1–3,Union Berlin,Augsburg,Y,GK,90,5,3,2,40,0,0.9,0,0,0,0,6,13,46.2,37,4,27,30.9,5,60,47,6,0,0,0,12.3
26/9/20,Andreas Luthe,Bundesliga,Matchweek 2,Away,D 1–1,Union Berlin,M'Gladbach,Y,GK,90,6,1,5,83.3,0,1.8,0,0,0,0,8,25,32,33,2,54.5,40.6,8,87.5,55.4,9,1,11.1,0,13.3
2/10/20,Andreas Luthe,Bundesliga,Matchweek 3,Home,W 4–0,Union Berlin,Mainz 05,Y,GK,90,0,0,0,,1,0,0,0,0,0,3,20,15,28,2,53.6,44.1,6,83.3,60.5,9,0,0,0,12.5
18/10/20,Andreas Luthe,Bundesliga,Matchweek 4,Away,D 1–1,Union Berlin,Schalke 04,Y,GK,90,4,1,2,75,0,0.3,0,0,0,0,8,16,50,26,2,53.8,42.3,3,66.7,48.3,5,0,0,0,16.5
24/10/20,Andreas Luthe,Bundesliga,Matchweek 5,Home,D 1–1,Union Berlin,Freiburg,Y,GK,90,4,1,3,75,0,0.9,0,0,0,0,6,18,33.3,29,3,51.7,44,4,75,53.5,8,0,0,0,14.1
2/11/20,Andreas Luthe,Bundesliga,Matchweek 6,Away,W 3–1,Union Berlin,Hoffenheim,Y,GK,90,4,1,3,75,0,1.4,0,0,0,0,4,19,21.1,32,6,43.8,39.4,7,71.4,46.1,6,1,16.7,1,13
7/11/20,Andreas Luthe,Bundesliga,Matchweek 7,Home,W 5–0,Union Berlin,Arminia,Y,GK,90,1,0,1,100,1,0.6,0,0,0,0,9,10,90,34,5,26.5,30.3,2,50,41.5,7,1,14.3,0,10.6
22/11/20,Andreas Luthe,Bundesliga,Matchweek 8,Away,W 2–1,Union Berlin,Köln,Y,GK,90,3,1,2,66.7,0,0.9,0,0,0,0,3,12,25,26,4,26.9,30.5,10,50,39.1,7,0,0,0,7.5
28/11/20,Andreas Luthe,Bundesliga,Matchweek 9,Home,D 3–3,Union Berlin,Eint Frankfurt,Y,GK,90,3,3,0,0,0,1.9,0,0,0,0,2,21,9.5,25,1,56,42.4,9,77.8,52.3,10,0,0,0,7.8
4/12/20,Andreas Luthe,Bundesliga,Matchweek 10,Away,L 1–3,Union Berlin,Hertha BSC,Y,GK,90,7,3,4,57.1,0,2.3,0,0,0,0,8,15,53.3,18,3,55.6,44.9,6,83.3,56.5,10,1,10,0,12
12/12/20,Andreas Luthe,Bundesliga,Matchweek 11,Home,D 1–1,Union Berlin,Bayern Munich,Y,GK,90,5,1,4,80,0,2.1,0,0,0,0,7,17,41.2,18,3,61.1,45.4,9,66.7,43.1,11,0,0,0,10.5
15/12/20,Andreas Luthe,Bundesliga,Matchweek 12,Away,D 2–2,Union Berlin,Stuttgart,Y,GK,90,5,2,3,60,0,1.7,0,0,0,0,9,21,42.9,32,6,50,42.5,7,71.4,50.3,7,0,0,2,16.2
18/12/20,Andreas Luthe,Bundesliga,Matchweek 13,Home,W 2–1,Union Berlin,Dortmund,Y,GK,90,3,1,2,66.7,0,0.5,0,0,0,0,7,19,36.8,24,4,41.7,36.4,11,81.8,53.5,7,0,0,0,12.6
2/1/21,Andreas Luthe,Bundesliga,Matchweek 14,Away,W 2–0,Union Berlin,Werder Bremen,Y,GK,90,2,0,2,100,1,0.8,0,0,0,0,6,25,24,35,5,60,43.5,7,57.1,42.3,8,1,12.5,0,13.8
9/1/21,Andreas Luthe,Bundesliga,Matchweek 15,Home,D 2–2,Union Berlin,Wolfsburg,Y,GK,90,4,2,3,75,0,2.9,1,1,0,0,3,10,30,23,2,34.8,33.8,8,25,27.9,8,2,25,0,10.3
15/1/21,Andreas Luthe,Bundesliga,Matchweek 16,Home,W 1–0,Union Berlin,Leverkusen,Y,GK,90,3,0,3,100,1,1,0,0,0,0,6,12,50,28,1,32.1,32.9,6,50,40.2,14,0,0,0,12.1
20/1/21,Andreas Luthe,Bundesliga,Matchweek 17,Away,L 0–1,Union Berlin,RB Leipzig,Y,GK,90,4,1,3,75,0,1.1,0,0,0,0,8,13,61.5,34,8,17.6,29.6,13,53.8,38.6,10,1,10,0,12
23/1/21,Andreas Luthe,Bundesliga,Matchweek 18,Away,L 1–2,Union Berlin,Augsburg,Y,GK,90,4,2,2,50,0,1.5,0,0,0,0,7,13,53.8,31,4,25.8,31,10,50,41.6,3,0,0,0,13.3
30/1/21,Andreas Luthe,Bundesliga,Matchweek 19,Home,D 1–1,Union Berlin,M'Gladbach,Y,GK,68,3,1,2,66.7,0,0.6,0,0,0,0,10,19,52.6,25,1,56,41.6,7,71.4,47,7,2,28.6,0,14
6/2/21,Andreas Luthe,Bundesliga,Matchweek 20,Away,L 0–1,Union Berlin,Mainz 05,Y,GK,90,4,1,4,100,0,1.2,1,1,0,0,8,24,33.3,39,4,46.2,40.1,7,85.7,53.4,5,0,0,1,13.9
7/3/21,Andreas Luthe,Bundesliga,Matchweek 24,Away,D 0–0,Union Berlin,Arminia,Y,GK,90,2,0,2,100,1,0.2,0,0,0,0,3,8,37.5,34,6,20.6,28.7,1,100,64,7,0,0,1,14.7
13/3/21,Andreas Luthe,Bundesliga,Matchweek 25,Home,W 2–1,Union Berlin,Köln,Y,GK,90,4,1,4,100,0,1.2,1,1,0,0,9,22,40.9,27,4,70.4,49.6,3,100,62.3,10,3,30,0,13
20/3/21,Andreas Luthe,Bundesliga,Matchweek 26,Away,L 2–5,Union Berlin,Eint Frankfurt,Y,GK,90,5,5,1,0,0,2.3,0,0,0,0,5,14,35.7,35,4,28.6,30.2,6,66.7,42,9,2,22.2,2,24.7
4/4/21,Andreas Luthe,Bundesliga,Matchweek 27,Home,D 1–1,Union Berlin,Hertha BSC,Y,GK,90,0,1,0,,0,1,1,1,0,0,3,8,37.5,23,2,26.1,31.1,4,50,38.3,3,0,0,0,17.7
10/4/21,Andreas Luthe,Bundesliga,Matchweek 28,Away,D 1–1,Union Berlin,Bayern Munich,Y,GK,90,2,1,1,50,0,1,0,0,0,0,10,20,50,42,3,35.7,34.1,13,38.5,34,5,0,0,0,11
17/4/21,Andreas Luthe,Bundesliga,Matchweek 29,Home,W 2–1,Union Berlin,Stuttgart,Y,GK,90,2,1,1,50,0,0.9,0,0,0,0,9,24,37.5,43,3,46.5,40.8,5,80,49.8,6,0,0,2,14.9
21/4/21,Andreas Luthe,Bundesliga,Matchweek 30,Away,L 0–2,Union Berlin,Dortmund,Y,GK,90,9,2,7,77.8,0,2.8,1,0,1,0,8,11,72.7,29,3,24.1,32.4,12,33.3,30.8,6,1,16.7,0,10.8
24/4/21,Andreas Luthe,Bundesliga,Matchweek 31,Home,W 3–1,Union Berlin,Werder Bremen,Y,GK,90,5,1,4,80,0,1,0,0,0,0,12,20,60,27,1,63,49.6,5,60,42.8,6,0,0,0,7.3
8/5/21,Andreas Luthe,Bundesliga,Matchweek 32,Away,L 0–3,Union Berlin,Wolfsburg,Y,GK,90,8,3,5,62.5,0,3.3,0,0,0,0,9,11,81.8,21,2,33.3,34.8,8,50,36,8,0,0,1,20
15/5/21,Andreas Luthe,Bundesliga,Matchweek 33,Away,D 1–1,Union Berlin,Leverkusen,Y,GK,90,4,1,2,75,0,1,0,0,0,0,4,8,50,33,4,12.1,28.7,7,57.1,44.6,11,0,0,0,15.5
18/9/20,Manuel Neuer,Bundesliga,Matchweek 1,Home,W 8–0,Bayern Munich,Schalke 04,Y*,GK,90,1,0,1,100,1,0,0,0,0,0,1,2,50,37,6,5.4,24.2,1,0,25,3,0,0,0,15.8
27/9/20,Manuel Neuer,Bundesliga,Matchweek 2,Away,L 1–4,Bayern Munich,Hoffenheim,Y*,GK,90,7,4,3,57.1,0,5.1,1,1,0,0,4,7,57.1,25,6,24,30,6,16.7,30,7,0,0,0,13.3
4/10/20,Manuel Neuer,Bundesliga,Matchweek 3,Home,W 4–3,Bayern Munich,Hertha BSC,Y*,GK,90,5,3,2,40,0,2.3,0,0,0,0,4,4,100,18,2,16.7,26.9,5,20,33,12,0,0,0,12
17/10/20,Manuel Neuer,Bundesliga,Matchweek 4,Away,W 4–1,Bayern Munich,Arminia,Y*,GK,90,5,1,4,80,0,1.9,0,0,0,0,8,10,80,37,7,27,31.5,4,0,27,0,0,,0,8
24/10/20,Manuel Neuer,Bundesliga,Matchweek 5,Home,W 5–0,Bayern Munich,Eint Frankfurt,Y*,GK,90,2,0,2,100,1,0.2,0,0,0,0,12,19,63.2,55,12,32.7,30.7,7,14.3,22.3,10,0,0,0,13.1
31/10/20,Manuel Neuer,Bundesliga,Matchweek 6,Away,W 2–1,Bayern Munich,Köln,Y*,GK,90,2,1,1,50,0,1.4,0,0,0,0,2,5,40,29,7,13.8,29,5,20,37.8,11,0,0,1,18.8
7/11/20,Manuel Neuer,Bundesliga,Matchweek 7,Away,W 3–2,Bayern Munich,Dortmund,Y*,GK,90,5,2,3,60,0,2.5,0,0,0,0,14,25,56,50,7,42,37.3,8,50,40,9,0,0,3,14.9
21/11/20,Manuel Neuer,Bundesliga,Matchweek 8,Home,D 1–1,Bayern Munich,Werder Bremen,Y*,GK,90,4,1,3,75,0,1.9,0,0,0,0,6,7,85.7,16,2,25,30.6,4,75,44,5,0,0,1,18.3
28/11/20,Manuel Neuer,Bundesliga,Matchweek 9,Away,W 3–1,Bayern Munich,Stuttgart,Y*,GK,90,5,1,4,80,0,1.6,0,0,0,0,12,19,63.2,41,6,36.6,34.1,10,40,35.5,9,1,11.1,0,14.3
5/12/20,Manuel Neuer,Bundesliga,Matchweek 10,Home,D 3–3,Bayern Munich,RB Leipzig,Y*,GK,90,4,3,1,25,0,2,0,0,0,0,6,12,50,36,5,30.6,33.2,4,25,26.5,6,0,0,6,23.2
12/12/20,Manuel Neuer,Bundesliga,Matchweek 11,Away,D 1–1,Bayern Munich,Union Berlin,Y*,GK,90,5,1,4,80,0,1.8,0,0,0,0,10,14,71.4,37,6,24.3,30.3,7,71.4,45.9,8,0,0,2,15.9
16/12/20,Manuel Neuer,Bundesliga,Matchweek 12,Home,W 2–1,Bayern Munich,Wolfsburg,Y*,GK,90,6,1,5,83.3,0,1.4,0,0,0,0,15,21,71.4,38,7,52.6,38.4,7,14.3,22.9,9,1,11.1,0,12.2
19/12/20,Manuel Neuer,Bundesliga,Matchweek 13,Away,W 2–1,Bayern Munich,Leverkusen,Y*,GK,90,3,1,2,66.7,0,0.2,0,0,0,0,10,22,45.5,62,9,33.9,31,8,12.5,27,10,0,0,4,18.1
3/1/21,Manuel Neuer,Bundesliga,Matchweek 14,Home,W 5–2,Bayern Munich,Mainz 05,Y*,GK,90,6,2,4,66.7,0,0.8,0,0,0,0,12,15,80,43,6,32.6,31.9,3,33.3,38.7,2,0,0,3,20.3
8/1/21,Manuel Neuer,Bundesliga,Matchweek 15,Away,L 2–3,Bayern Munich,M'Gladbach,Y*,GK,90,4,3,1,25,0,2.1,0,0,0,0,8,13,61.5,45,4,28.9,30.4,3,0,18.3,3,0,0,2,18.2
17/1/21,Manuel Neuer,Bundesliga,Matchweek 16,Home,W 2–1,Bayern Munich,Freiburg,Y*,GK,90,3,1,2,66.7,0,0.6,0,0,0,0,10,16,62.5,33,4,42.4,34.4,4,50,37.8,11,0,0,0,7.7
20/1/21,Manuel Neuer,Bundesliga,Matchweek 17,Away,W 1–0,Bayern Munich,Augsburg,Y*,GK,90,0,0,0,,1,0,1,0,0,1,6,9,66.7,19,5,36.8,30.2,10,20,25,4,1,25,2,16.4
24/1/21,Manuel Neuer,Bundesliga,Matchweek 18,Away,W 4–0,Bayern Munich,Schalke 04,Y*,GK,90,4,0,4,100,1,1,0,0,0,0,5,6,83.3,17,5,23.5,29.4,10,20,27.4,5,0,0,1,15.3
30/1/21,Manuel Neuer,Bundesliga,Matchweek 19,Home,W 4–1,Bayern Munich,Hoffenheim,Y*,GK,90,5,1,4,80,0,1.9,0,0,0,0,8,11,72.7,31,4,35.5,33.9,5,0,25.2,8,0,0,0,14.5
5/2/21,Manuel Neuer,Bundesliga,Matchweek 20,Away,W 1–0,Bayern Munich,Hertha BSC,Y*,GK,90,7,0,7,100,1,1.3,0,0,0,0,6,8,75,30,6,26.7,30.4,6,0,17.5,4,0,0,2,32
15/2/21,Manuel Neuer,Bundesliga,Matchweek 21,Home,D 3–3,Bayern Munich,Arminia,Y*,GK,90,3,3,0,0,0,2.1,0,0,0,0,4,5,80,29,3,17.2,25,3,0,16.3,1,0,0,1,15
20/2/21,Manuel Neuer,Bundesliga,Matchweek 22,Away,L 1–2,Bayern Munich,Eint Frankfurt,Y*,GK,90,4,2,2,50,0,1.5,0,0,0,0,6,13,46.2,39,8,30.8,31.5,7,14.3,27.3,8,0,0,1,12.3
27/2/21,Manuel Neuer,Bundesliga,Matchweek 23,Home,W 5–1,Bayern Munich,Köln,Y*,GK,90,3,1,2,66.7,0,1.2,0,0,0,0,7,10,70,33,4,27.3,29.2,4,25,23.3,5,0,0,5,24.7
6/3/21,Manuel Neuer,Bundesliga,Matchweek 24,Home,W 4–2,Bayern Munich,Dortmund,Y*,GK,90,3,2,1,33.3,0,0.9,0,0,0,0,3,4,75,27,3,14.8,25.8,1,0,13,2,0,0,0,11.5
13/3/21,Manuel Neuer,Bundesliga,Matchweek 25,Away,W 3–1,Bayern Munich,Werder Bremen,Y*,GK,90,4,1,3,75,0,0.9,0,0,0,0,5,6,83.3,21,5,28.6,30.8,3,0,30,4,0,0,0,8
20/3/21,Manuel Neuer,Bundesliga,Matchweek 26,Home,W 4–0,Bayern Munich,Stuttgart,Y*,GK,90,5,0,5,100,1,0.7,0,0,0,0,9,27,33.3,45,8,55.6,42.3,6,33.3,36.3,14,1,7.1,1,20.2
